委托单位编码,委托单位名称,单据编号,单据类型,交易类型,币种,金额,优先级,超期状态,单据日期,任务类型,工作组,处理人,作业状态,入池时间,入组时间,提取时间,通过时间,是否全电发票,收单状态,实物状态,共享中心,服务目录,自动审批状态,任务量
A08,示例集团·辛公司,AP-2026-000225,付款单,应付付款单（材料采购）,人民币,24241.03,,--,2026-05-21,FSSC审核岗,应付成本组,审核员06,审核通过,2026-05-14 14:24:50,2026-05-14 14:26:05,2026-05-14 14:34:13,2026-05-14 18:20:05,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000226,付款单,应付付款单（差旅费）,人民币,11007.96,,--,2026-01-12,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-06 18:56:47,2026-01-06 18:57:25,2026-01-06 19:02:12,2026-01-06 20:39:25,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000227,应付发票,其他专项付款单,人民币,152445.23,,--,2026-03-28,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-11 13:16:56,2026-01-11 13:17:56,2026-01-11 13:23:55,2026-01-11 15:41:56,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A07,示例集团·庚公司,AP-2026-000227,应付发票,其他专项付款单,人民币,1091370.87,,--,2026-03-28,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-11 13:16:56,2026-01-11 13:17:56,2026-01-11 13:26:27,2026-01-11 15:05:56,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A05,示例集团·戊公司,AP-2026-000228,付款单,通用报销单（费用报销）,人民币,19300.7,,--,2026-02-10,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-28 10:08:34,2026-03-28 10:09:27,2026-03-28 10:15:46,2026-03-28 13:37:27,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A05,示例集团·戊公司,AP-2026-000228,付款单,通用报销单（费用报销）,人民币,332247.72,,--,2026-02-10,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-28 10:08:34,2026-03-28 10:09:27,2026-03-28 10:09:31,2026-03-28 12:51:27,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A05,示例集团·戊公司,AP-2026-000228,付款单,通用报销单（费用报销）,人民币,16212.78,,--,2026-02-10,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-28 10:08:34,2026-03-28 10:09:27,2026-03-28 10:15:29,2026-03-28 13:23:27,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000229,通用报销单,应付确认单（物料类）,人民币,51151.4,,--,2026-05-06,FSSC审核岗,应付成本组,审核员05,审核通过,2026-02-01 15:18:02,2026-02-01 15:19:42,2026-02-01 15:26:34,2026-02-01 17:49:42,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000229,通用报销单,应付确认单（物料类）,人民币,54350.76,,--,2026-05-06,FSSC审核岗,应付成本组,审核员05,审核通过,2026-02-01 15:18:02,2026-02-01 15:19:42,2026-02-01 15:23:14,2026-02-01 16:09:42,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000230,通用报销单,应付付款单（服务费）,人民币,20034.79,,--,2026-03-13,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-07 19:23:58,2026-03-07 19:24:40,2026-03-07 19:32:37,2026-03-07 22:55:40,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000230,通用报销单,应付付款单（服务费）,人民币,203934.36,,--,2026-03-13,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-07 19:23:58,2026-03-07 19:24:40,2026-03-07 19:27:39,2026-03-07 22:50:40,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000231,付款单,应付确认单（物料类）,人民币,6935.38,,--,2026-06-10,FSSC审核岗,应付成本组,审核员04,审核通过,2026-05-02 12:19:16,2026-05-02 12:20:23,2026-05-02 12:24:56,2026-05-02 15:12:23,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000232,付款单,应付付款单（材料采购）,人民币,78673.89,,--,2026-01-26,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-08 19:09:00,2026-04-08 19:09:03,2026-04-08 19:14:58,2026-04-08 22:00:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000233,付款单,通用报销单（费用报销）,人民币,269367.1,,--,2026-04-02,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-27 08:03:52,2026-01-27 08:04:46,2026-01-27 08:10:41,2026-01-27 11:45:46,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000233,付款单,通用报销单（费用报销）,人民币,181503.25,,--,2026-04-02,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-27 08:03:52,2026-01-27 08:04:46,2026-01-27 08:04:36,2026-01-27 09:59:46,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000233,付款单,通用报销单（费用报销）,人民币,119097.9,,--,2026-04-02,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-27 08:03:52,2026-01-27 08:04:46,2026-01-27 08:12:55,2026-01-27 10:40:46,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000234,付款单,应付付款单（材料采购）,人民币,550960.91,,--,2026-02-09,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-05 14:54:04,2026-01-05 14:55:10,2026-01-05 14:59:30,2026-01-05 19:17:10,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000234,付款单,应付付款单（材料采购）,人民币,44026.0,,--,2026-02-09,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-05 14:54:04,2026-01-05 14:55:10,2026-01-05 15:00:53,2026-01-05 19:53:10,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000234,付款单,应付付款单（材料采购）,人民币,7082.51,,--,2026-02-09,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-05 14:54:04,2026-01-05 14:55:10,2026-01-05 14:55:18,2026-01-05 18:58:10,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000235,通用报销单,应付付款单（服务费）,人民币,72351.37,,--,2026-04-12,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-06 08:36:30,2026-04-06 08:36:57,2026-04-06 08:37:37,2026-04-06 12:17:57,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000235,通用报销单,应付付款单（服务费）,人民币,50208.16,,--,2026-04-12,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-06 08:36:30,2026-04-06 08:36:57,2026-04-06 08:39:13,2026-04-06 11:35:57,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A14,示例集团·子公司丁,AP-2026-000236,付款单,通用报销单（费用报销）,人民币,3095.95,,--,2026-06-05,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-03 19:47:04,2026-01-03 19:47:37,2026-01-03 19:51:07,2026-01-03 23:15:37,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A14,示例集团·子公司丁,AP-2026-000236,付款单,通用报销单（费用报销）,人民币,12392.64,,--,2026-06-05,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-03 19:47:04,2026-01-03 19:47:37,2026-01-03 19:50:37,2026-01-04 00:11:37,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A14,示例集团·子公司丁,AP-2026-000236,付款单,通用报销单（费用报销）,人民币,10366.38,,--,2026-06-05,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-03 19:47:04,2026-01-03 19:47:37,2026-01-03 19:48:43,2026-01-03 22:57:37,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000237,应付发票,应付付款单（材料采购）,人民币,19142.26,,--,2026-04-10,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-11 14:47:14,2026-02-11 14:49:03,2026-02-11 14:52:02,2026-02-11 18:52:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000237,应付发票,应付付款单（材料采购）,人民币,36620.23,,--,2026-04-10,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-11 14:47:14,2026-02-11 14:49:03,2026-02-11 14:54:27,2026-02-11 18:07:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000237,应付发票,应付付款单（材料采购）,人民币,38637.42,,--,2026-04-10,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-11 14:47:14,2026-02-11 14:49:03,2026-02-11 14:53:01,2026-02-11 19:23:03,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000238,通用报销单,通用报销单（费用报销）,人民币,20124.1,,--,2026-04-06,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-15 12:54:09,2026-03-15 12:55:58,2026-03-15 12:58:14,2026-03-15 15:35:58,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000238,通用报销单,通用报销单（费用报销）,人民币,10347.35,,--,2026-04-06,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-15 12:54:09,2026-03-15 12:55:58,2026-03-15 12:56:51,2026-03-15 15:30:58,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000238,通用报销单,通用报销单（费用报销）,人民币,101562.78,,--,2026-04-06,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-15 12:54:09,2026-03-15 12:55:58,2026-03-15 12:56:52,2026-03-15 15:15:58,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A19,示例集团·子公司壬,AP-2026-000239,通用报销单,其他专项付款单,人民币,70488.2,,--,2026-05-19,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-22 15:12:04,2026-03-22 15:13:44,2026-03-22 15:14:20,2026-03-22 16:46:44,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A19,示例集团·子公司壬,AP-2026-000239,通用报销单,其他专项付款单,人民币,73522.01,,--,2026-05-19,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-22 15:12:04,2026-03-22 15:13:44,2026-03-22 15:13:41,2026-03-22 18:39:44,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A19,示例集团·子公司壬,AP-2026-000239,通用报销单,其他专项付款单,人民币,722603.33,,--,2026-05-19,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-22 15:12:04,2026-03-22 15:13:44,2026-03-22 15:14:44,2026-03-22 18:43:44,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000240,应付发票,其他专项付款单,人民币,75208.81,,--,2026-05-09,FSSC审核岗,应付成本组,审核员01,审核通过,2026-04-23 18:34:37,2026-04-23 18:35:51,2026-04-23 18:39:11,2026-04-23 23:35:51,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000240,应付发票,其他专项付款单,人民币,35834.96,,--,2026-05-09,FSSC审核岗,应付成本组,审核员01,审核通过,2026-04-23 18:34:37,2026-04-23 18:35:51,2026-04-23 18:38:38,2026-04-23 23:14:51,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000242,应付发票,应付确认单（物料类）,人民币,51630.69,,--,2026-01-09,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-18 18:25:18,2026-01-18 18:25:49,2026-01-18 18:26:44,2026-01-18 19:22:49,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000242,应付发票,应付确认单（物料类）,人民币,68757.9,,--,2026-01-09,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-18 18:25:18,2026-01-18 18:25:49,2026-01-18 18:25:59,2026-01-18 20:30:49,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000242,应付发票,应付确认单（物料类）,人民币,141791.18,,--,2026-01-09,FSSC审核岗,应付成本组,审核员02,审核通过,2026-01-18 18:25:18,2026-01-18 18:25:49,2026-01-18 18:34:39,2026-01-18 20:45:49,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000243,付款单,应付确认单（物料类）,人民币,56240.44,,--,2026-03-21,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 08:35:36,2026-01-14 08:37:22,2026-01-14 08:39:33,2026-01-14 09:35:22,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000243,付款单,应付确认单（物料类）,人民币,3943.84,,--,2026-03-21,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 08:35:36,2026-01-14 08:37:22,2026-01-14 08:39:07,2026-01-14 10:29:22,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000243,付款单,应付确认单（物料类）,人民币,32485.61,,--,2026-03-21,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 08:35:36,2026-01-14 08:37:22,2026-01-14 08:43:42,2026-01-14 10:54:22,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000244,应付发票,其他专项付款单,人民币,59999.44,,--,2026-02-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-28 15:22:25,2026-06-28 15:23:45,2026-06-28 15:31:52,2026-06-28 18:17:45,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A07,示例集团·庚公司,AP-2026-000244,应付发票,其他专项付款单,人民币,371714.81,,--,2026-02-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-28 15:22:25,2026-06-28 15:23:45,2026-06-28 15:27:46,2026-06-28 18:03:45,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A07,示例集团·庚公司,AP-2026-000244,应付发票,其他专项付款单,人民币,19925.31,,--,2026-02-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-28 15:22:25,2026-06-28 15:23:45,2026-06-28 15:25:07,2026-06-28 18:10:45,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000245,付款单,应付付款单（服务费）,人民币,6067.09,,--,2026-06-26,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-12 19:07:00,2026-04-12 19:07:22,2026-04-12 19:16:13,2026-04-12 21:33:22,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000245,付款单,应付付款单（服务费）,人民币,65521.14,,--,2026-06-26,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-12 19:07:00,2026-04-12 19:07:22,2026-04-12 19:11:03,2026-04-12 21:26:22,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000246,通用报销单,通用报销单（费用报销）,人民币,201336.25,,--,2026-06-15,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-11 09:48:29,2026-04-11 09:50:28,2026-04-11 09:58:18,2026-04-11 14:24:28,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000246,通用报销单,通用报销单（费用报销）,人民币,34517.02,,--,2026-06-15,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-11 09:48:29,2026-04-11 09:50:28,2026-04-11 09:57:28,2026-04-11 12:44:28,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
