来源系统,单据编号,单据日期,单据类型,交易类型,委托单位编码,委托单位,制单人编码,制单人,附件个数,影像张数,共享中心,共享服务类型,服务目录,任务属性,创建时间,入池时间,入组时间,任务类型,任务量系数,优先级,工作组,派单到人模式,派单到人规则,提取/派单时间,操作终端,处理人编码,处理人,处理时间,处理意见,处理意见标签化,作业状态,作业时长,修正作业时长,超期标记,超期时间,共享是否处理完成,共享处理次数,进入共享次数,页面审核时长,驳回类型,驳回模式,驳回接收环节,驳回接收人,驳出共享次数
财务会计,AP-2026-000445,2026-04-01,付款单,应付付款单（材料采购）,A06,示例集团·己公司,MAK04,制单人04,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-09 12:05:59,2026-05-09 12:06:52,2026-05-09 12:08:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-09 12:08:29,移动端,AUD04,审核员04,2026-05-09 13:09:29,同意,,审核通过,29分40秒,--,0,,是,1,1,172秒,,0,,,--
财务会计,AP-2026-000446,2026-02-02,通用报销单,应付付款单（服务费）,A13,示例集团·子公司丙,MAK13,制单人13,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-01-27 20:31:30,2026-01-27 20:32:18,2026-01-27 20:33:11,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-27 20:33:11,PC端,AUD03,审核员03,2026-01-27 21:59:11,同意,,审核通过,11分44秒,--,0,,是,1,1,143秒,,0,,,--
财务会计,AP-2026-000447,2026-06-27,付款单,通用报销单（费用报销）,A05,示例集团·戊公司,MAK06,制单人06,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-04-15 19:01:48,2026-04-15 19:01:52,2026-04-15 19:03:15,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-15 19:03:15,PC端,AUD05,审核员05,2026-04-15 21:48:15,同意,,审核通过,1分25秒,--,0,,是,1,1,112秒,,0,,,--
财务会计,AP-2026-000448,2026-01-06,应付发票,应付确认单（物料类）,A07,示例集团·庚公司,MAK06,制单人06,,7,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-25 18:48:08,2026-05-25 18:49:03,2026-05-25 18:50:20,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-25 18:50:20,PC端,AUD01,审核员01,2026-05-25 21:46:20,同意,,审核通过,31分55秒,--,0,,是,1,1,78秒,,0,,,--
费控服务,AP-2026-000449,2026-04-26,通用报销单,应付付款单（差旅费）,A03,示例集团·丙公司,MAK11,制单人11,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-14 13:11:25,2026-04-14 13:12:22,2026-04-14 13:13:11,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-14 13:13:11,移动端,AUD06,审核员06,2026-04-14 15:40:11,同意,,审核通过,40分40秒,--,0,,是,1,1,127秒,,0,,,--
财务会计,AP-2026-000450,2026-03-23,付款单,应付确认单（物料类）,A14,示例集团·子公司丁,MAK16,制单人16,,0,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-04-20 14:38:16,2026-04-20 14:38:26,2026-04-20 14:38:38,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-20 14:38:38,PC端,AUD02,审核员02,2026-04-20 16:13:38,同意,,审核通过,34分27秒,--,0,,是,1,1,242秒,,0,,,--
费控服务,AP-2026-000451,2026-05-07,通用报销单,应付确认单（物料类）,A12,示例集团·子公司乙,MAK08,制单人08,,3,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-26 12:18:47,2026-03-26 12:19:19,2026-03-26 12:20:08,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-26 12:20:08,移动端,AUD02,审核员02,2026-03-26 12:54:08,同意,,审核通过,19分46秒,--,0,,是,1,1,106秒,,0,,,--
财务会计,AP-2026-000452,2026-01-10,应付发票,应付付款单（差旅费）,A04,示例集团·丁公司,MAK07,制单人07,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-05-15 11:23:37,2026-05-15 11:24:21,2026-05-15 11:25:44,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-15 11:25:44,PC端,AUD02,审核员02,2026-05-15 13:23:44,驳回,附件不完整,审核驳回,21分44秒,14分45秒,0,,是,2,1,206秒,驳回,1,前端单位,示例集团·丁公司,2
费控服务,AP-2026-000453,2026-03-04,应付发票,应付付款单（差旅费）,A09,示例集团·壬公司,MAK12,制单人12,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-11 11:30:58,2026-01-11 11:31:21,2026-01-11 11:32:39,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-11 11:32:39,移动端,AUD02,审核员02,2026-01-11 14:24:39,同意,,审核通过,1分16秒,--,0,,是,1,1,268秒,,0,,,--
财务会计,AP-2026-000454,2026-03-12,通用报销单,应付付款单（服务费）,A07,示例集团·庚公司,MAK05,制单人05,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-04-02 17:11:16,2026-04-02 17:11:27,2026-04-02 17:12:32,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-02 17:12:32,PC端,AUD03,审核员03,2026-04-02 19:19:32,同意,,审核通过,6分20秒,--,0,,是,1,1,281秒,,0,,,--
财务会计,AP-2026-000455,2026-04-05,应付发票,应付付款单（材料采购）,A04,示例集团·丁公司,MAK05,制单人05,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-09 19:23:59,2026-06-09 19:24:27,2026-06-09 19:25:04,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-09 19:25:04,移动端,AUD03,审核员03,2026-06-09 20:33:04,同意,,审核通过,34分20秒,--,0,,是,1,1,233秒,,0,,,--
财务会计,AP-2026-000456,2026-05-25,应付发票,应付付款单（差旅费）,A14,示例集团·子公司丁,MAK06,制单人06,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-22 18:51:28,2026-04-22 18:51:32,2026-04-22 18:51:57,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-22 18:51:57,移动端,AUD07,审核员07,2026-04-22 19:30:57,驳回,其他,审核驳回,31分16秒,30分27秒,0,,是,1,1,69秒,驳回,1,前端单位,示例集团·子公司丁,1
财务会计,AP-2026-000457,2026-04-12,付款单,应付确认单（物料类）,A20,示例集团·子公司癸,MAK15,制单人15,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-15 15:07:54,2026-02-15 15:08:41,2026-02-15 15:10:32,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-15 15:10:32,PC端,AUD01,审核员01,2026-02-15 15:48:32,同意,,审核通过,12分53秒,--,0,,是,1,1,96秒,,0,,,--
财务会计,AP-2026-000458,2026-01-22,应付发票,应付付款单（差旅费）,A09,示例集团·壬公司,MAK14,制单人14,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-06-01 16:49:36,2026-06-01 16:49:48,2026-06-01 16:50:42,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-01 16:50:42,PC端,AUD04,审核员04,2026-06-01 17:10:42,同意,,审核通过,22分1秒,--,0,,是,1,1,155秒,,0,,,--
费控服务,AP-2026-000459,2026-04-19,通用报销单,应付付款单（服务费）,A08,示例集团·辛公司,MAK11,制单人11,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-05-05 08:05:29,2026-05-05 08:06:23,2026-05-05 08:07:54,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-05 08:07:54,移动端,AUD03,审核员03,2026-05-05 10:56:54,同意,,审核通过,39分42秒,--,0,,是,1,1,12秒,,0,,,--
财务会计,AP-2026-000460,2026-02-15,付款单,其他专项付款单,A03,示例集团·丙公司,MAK01,制单人01,,1,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-26 17:08:13,2026-05-26 17:09:09,2026-05-26 17:09:16,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-26 17:09:16,PC端,AUD05,审核员05,2026-05-26 19:54:16,同意,,审核通过,36分38秒,--,0,,是,1,1,205秒,,0,,,--
财务会计,AP-2026-000461,2026-01-25,通用报销单,应付付款单（材料采购）,A01,示例集团·甲公司,MAK05,制单人05,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-28 11:10:24,2026-06-28 11:11:14,2026-06-28 11:12:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-28 11:12:06,移动端,AUD02,审核员02,2026-06-28 12:25:06,同意,,审核通过,8分19秒,--,0,,是,1,1,261秒,,0,,,--
费控服务,AP-2026-000462,2026-01-22,应付发票,其他专项付款单,A11,示例集团·子公司甲,MAK12,制单人12,,4,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-02-22 09:53:23,2026-02-22 09:53:56,2026-02-22 09:54:22,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-22 09:54:22,移动端,AUD07,审核员07,2026-02-22 12:00:22,同意,,审核通过,37分38秒,--,0,,是,1,1,226秒,,0,,,--
财务会计,AP-2026-000463,2026-06-06,付款单,应付确认单（物料类）,A01,示例集团·甲公司,MAK07,制单人07,,7,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-03 08:32:21,2026-05-03 08:32:51,2026-05-03 08:34:18,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-03 08:34:18,移动端,AUD03,审核员03,2026-05-03 09:32:18,同意,,审核通过,34分40秒,--,0,,是,1,1,278秒,,0,,,--
财务会计,AP-2026-000464,2026-01-26,通用报销单,应付付款单（材料采购）,A01,示例集团·甲公司,MAK08,制单人08,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-05 18:57:19,2026-03-05 18:58:13,2026-03-05 18:58:45,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-05 18:58:45,PC端,AUD01,审核员01,2026-03-05 21:12:45,同意,,审核通过,5分58秒,--,0,,是,1,1,33秒,,0,,,--
财务会计,AP-2026-000465,2026-04-15,应付发票,应付付款单（差旅费）,A05,示例集团·戊公司,MAK09,制单人09,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-27 12:22:16,2026-04-27 12:22:54,2026-04-27 12:23:05,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-27 12:23:05,移动端,AUD03,审核员03,2026-04-27 15:40:05,同意,,审核通过,12分50秒,--,0,,是,1,1,103秒,,0,,,--
财务会计,AP-2026-000466,2026-06-23,应付发票,应付付款单（差旅费）,A12,示例集团·子公司乙,MAK01,制单人01,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-24 15:48:42,2026-04-24 15:49:11,2026-04-24 15:50:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-24 15:50:31,PC端,AUD03,审核员03,2026-04-24 16:58:31,同意,,审核通过,14分11秒,--,0,,是,1,1,50秒,,0,,,--
费控服务,AP-2026-000467,2026-01-04,通用报销单,通用报销单（费用报销）,A09,示例集团·壬公司,MAK10,制单人10,,7,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-01-01 14:07:00,2026-01-01 14:07:11,2026-01-01 14:08:35,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-01 14:08:35,PC端,AUD07,审核员07,2026-01-01 16:11:35,同意,,审核通过,20分39秒,--,0,,是,1,1,194秒,,0,,,--
财务会计,AP-2026-000468,2026-02-26,通用报销单,通用报销单（费用报销）,A08,示例集团·辛公司,MAK16,制单人16,,3,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-05-05 08:12:07,2026-05-05 08:13:00,2026-05-05 08:13:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-05 08:13:03,移动端,AUD05,审核员05,2026-05-05 11:12:03,同意,,审核通过,31分41秒,--,0,,是,1,1,84秒,,0,,,--
财务会计,AP-2026-000469,2026-02-26,通用报销单,应付付款单（差旅费）,A07,示例集团·庚公司,MAK07,制单人07,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-10 20:29:09,2026-03-10 20:29:40,2026-03-10 20:30:35,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-10 20:30:35,PC端,AUD05,审核员05,2026-03-10 20:36:35,同意,,审核通过,32分30秒,--,0,,是,1,1,20秒,,0,,,--
财务会计,AP-2026-000470,2026-04-19,付款单,应付确认单（物料类）,A13,示例集团·子公司丙,MAK10,制单人10,,8,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-01 09:40:54,2026-02-01 09:41:40,2026-02-01 09:42:36,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-01 09:42:36,移动端,AUD02,审核员02,2026-02-01 11:29:36,同意,,审核通过,19分2秒,--,0,,是,1,1,259秒,,0,,,--
财务会计,AP-2026-000471,2026-03-22,应付发票,应付付款单（材料采购）,A04,示例集团·丁公司,MAK09,制单人09,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-02 16:01:27,2026-03-02 16:02:04,2026-03-02 16:02:45,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-02 16:02:45,移动端,AUD06,审核员06,2026-03-02 18:24:45,驳回,未关联合同,审核驳回,31分7秒,23分28秒,0,,是,3,1,233秒,驳回,1,前端单位,示例集团·丁公司,3
财务会计,AP-2026-000472,2026-03-12,通用报销单,应付付款单（服务费）,A01,示例集团·甲公司,MAK05,制单人05,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-08 17:58:43,2026-02-08 17:59:05,2026-02-08 18:01:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-08 18:01:03,PC端,AUD02,审核员02,2026-02-08 20:36:03,同意,,审核通过,9分56秒,--,0,,是,1,1,160秒,,0,,,--
财务会计,AP-2026-000473,2026-01-22,应付发票,其他专项付款单,A09,示例集团·壬公司,MAK07,制单人07,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-06-26 15:51:54,2026-06-26 15:52:05,2026-06-26 15:53:25,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-26 15:53:25,移动端,AUD03,审核员03,2026-06-26 16:47:25,同意,,审核通过,9分11秒,--,0,,是,1,1,112秒,,0,,,--
财务会计,AP-2026-000474,2026-01-16,通用报销单,其他专项付款单,A02,示例集团·乙公司,MAK08,制单人08,,8,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-18 08:01:22,2026-04-18 08:02:19,2026-04-18 08:02:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-18 08:02:53,PC端,AUD06,审核员06,2026-04-18 09:34:53,同意,,审核通过,3分51秒,--,0,,是,1,1,42秒,,0,,,--
费控服务,AP-2026-000475,2026-01-18,应付发票,应付付款单（材料采购）,A03,示例集团·丙公司,MAK02,制单人02,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-11 20:22:49,2026-05-11 20:22:52,2026-05-11 20:24:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-11 20:24:31,移动端,AUD02,审核员02,2026-05-11 22:47:31,同意,,审核通过,39分42秒,--,0,,是,1,1,63秒,,0,,,--
财务会计,AP-2026-000476,2026-04-15,应付发票,应付付款单（材料采购）,A08,示例集团·辛公司,MAK15,制单人15,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-26 17:39:50,2026-03-26 17:40:45,2026-03-26 17:40:59,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-26 17:40:59,移动端,AUD04,审核员04,2026-03-26 20:04:59,驳回,附件不完整,审核驳回,8分55秒,24分10秒,0,,是,1,1,159秒,驳回,1,前端单位,示例集团·辛公司,1
财务会计,AP-2026-000477,2026-02-28,付款单,应付付款单（差旅费）,A09,示例集团·壬公司,MAK13,制单人13,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-12 13:52:08,2026-02-12 13:52:16,2026-02-12 13:54:05,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-12 13:54:05,移动端,AUD04,审核员04,2026-02-12 14:46:05,同意,,审核通过,16分53秒,--,0,,是,1,1,252秒,,0,,,--
财务会计,AP-2026-000478,2026-06-12,通用报销单,通用报销单（费用报销）,A03,示例集团·丙公司,MAK09,制单人09,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-03-12 18:42:15,2026-03-12 18:42:25,2026-03-12 18:44:02,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-12 18:44:02,移动端,AUD01,审核员01,2026-03-12 21:57:02,同意,,审核通过,28分26秒,--,0,,是,1,1,219秒,,0,,,--
财务会计,AP-2026-000479,2026-01-22,应付发票,通用报销单（费用报销）,A14,示例集团·子公司丁,MAK16,制单人16,,6,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-04-05 20:00:45,2026-04-05 20:01:37,2026-04-05 20:02:44,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-05 20:02:44,移动端,AUD04,审核员04,2026-04-05 20:20:44,驳回,附件信息不一致,审核驳回,11分27秒,3分42秒,0,,是,2,1,87秒,驳回,1,制单人,制单人16,2
费控服务,AP-2026-000480,2026-01-23,应付发票,应付付款单（服务费）,A14,示例集团·子公司丁,MAK01,制单人01,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-05-17 12:26:25,2026-05-17 12:27:22,2026-05-17 12:28:50,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-17 12:28:50,移动端,AUD05,审核员05,2026-05-17 15:28:50,同意,,审核通过,23分0秒,--,0,,是,1,1,153秒,,0,,,--
